,eightd_has_available_keys,is_installed,is_renting,is_returning,last_reported,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,num_ebikes_available,day_of_week,last_updated_hour,time_interval,bike_uptime,dock_uptime,altitude,availableBikes,availableDocks,city,id,landMark,lastCommunicationTime,latitude,location,longitude,postalCode,stAddress1,stAddress2,stationName,statusKey,statusValue,testStation,totalDocks
326,0.0,359,359,359,551797678630,6973,421,3735,0,1,720,2872,3590,1.0,1.0,,19.0,12.0,,312.0,,2018-11-25 10:23:27 AM,40.722055,,-73.989111,,Allen St & Stanton St,,Allen St & Stanton St,1.0,In Service,False,31.0
327,0.0,720,720,720,1106679779373,5161,1208,15951,0,3,3957,10453,7200,0.8986111111111111,1.0,,19.0,12.0,,312.0,,2018-11-25 10:23:27 AM,40.722055,,-73.989111,,Allen St & Stanton St,,Allen St & Stanton St,1.0,In Service,False,31.0
328,0.0,2980,2980,2980,4580409010928,30983,3029,34528,0,105,8481,31900,29800,0.974496644295302,0.9835570469798658,,15.0,7.0,,313.0,,2018-11-25 10:25:12 AM,40.69610226,,-73.96751037,,Washington Ave & Park Ave,,Washington Ave & Park Ave,1.0,In Service,False,23.0
329,0.0,240,240,240,368898340688,1965,248,3307,0,3,480,4200,2400,0.9375,1.0,,15.0,7.0,,313.0,,2018-11-25 10:25:12 AM,40.69610226,,-73.96751037,,Washington Ave & Park Ave,,Washington Ave & Park Ave,1.0,In Service,False,23.0
330,0.0,359,359,359,551797003593,5054,390,2813,0,16,720,2872,3590,1.0,0.9052924791086351,,15.0,7.0,,313.0,,2018-11-25 10:25:12 AM,40.69610226,,-73.96751037,,Washington Ave & Park Ave,,Washington Ave & Park Ave,1.0,In Service,False,23.0
331,0.0,720,720,720,1106678446198,7877,376,8307,0,4,3957,10453,7200,1.0,0.9986111111111111,,15.0,7.0,,313.0,,2018-11-25 10:25:12 AM,40.69610226,,-73.96751037,,Washington Ave & Park Ave,,Washington Ave & Park Ave,1.0,In Service,False,23.0
332,0.0,2980,2980,2980,4580407664696,23126,2233,90860,1,22,8481,31900,29800,0.751006711409396,0.9946308724832215,,10.0,29.0,,314.0,,2018-11-25 10:23:55 AM,40.69383,,-73.990539,,Cadman Plaza West & Montague St,,Cadman Plaza West & Montague St,1.0,In Service,False,39.0
333,0.0,240,240,240,368898440436,4757,187,4416,0,9,480,4200,2400,0.9875,1.0,,10.0,29.0,,314.0,,2018-11-25 10:23:55 AM,40.69383,,-73.990539,,Cadman Plaza West & Montague St,,Cadman Plaza West & Montague St,1.0,In Service,False,39.0
334,0.0,359,359,359,551795911940,887,180,12934,0,0,720,2872,3590,0.5598885793871866,1.0,,10.0,29.0,,314.0,,2018-11-25 10:23:55 AM,40.69383,,-73.990539,,Cadman Plaza West & Montague St,,Cadman Plaza West & Montague St,1.0,In Service,False,39.0
335,0.0,720,720,720,1106678018153,5337,428,22315,0,5,3957,10453,7200,0.9125,1.0,,10.0,29.0,,314.0,,2018-11-25 10:23:55 AM,40.69383,,-73.990539,,Cadman Plaza West & Montague St,,Cadman Plaza West & Montague St,1.0,In Service,False,39.0
336,0.0,2980,2980,2980,4580408146845,25574,4485,56360,1,46,8481,31900,29800,0.7825503355704698,0.9694630872483222,,17.0,10.0,,315.0,,2018-11-25 10:25:09 AM,40.70355377,,-74.00670227,,South St & Gouverneur Ln,,South St & Gouverneur Ln,1.0,In Service,False,29.0
337,0.0,240,240,240,368898438821,5010,401,1549,0,4,480,4200,2400,1.0,0.8916666666666667,,17.0,10.0,,315.0,,2018-11-25 10:25:09 AM,40.70355377,,-74.00670227,,South St & Gouverneur Ln,,South St & Gouverneur Ln,1.0,In Service,False,29.0
338,0.0,359,359,359,551795665536,1156,451,8804,0,0,720,2872,3590,0.6991643454038997,1.0,,17.0,10.0,,315.0,,2018-11-25 10:25:09 AM,40.70355377,,-74.00670227,,South St & Gouverneur Ln,,South St & Gouverneur Ln,1.0,In Service,False,29.0
339,0.0,720,720,720,1106678516520,6962,900,13018,0,15,3957,10453,7200,0.9,0.9833333333333333,,17.0,10.0,,315.0,,2018-11-25 10:25:09 AM,40.70355377,,-74.00670227,,South St & Gouverneur Ln,,South St & Gouverneur Ln,1.0,In Service,False,29.0
340,0.0,2980,2980,2980,4580410106142,18425,3962,105753,0,48,8481,31900,29800,0.8560402684563758,1.0,,1.0,42.0,,316.0,,2018-11-25 10:23:40 AM,40.70955958,,-74.00653609,,Fulton St & William St,,Fulton St & William St,1.0,In Service,False,43.0
341,0.0,240,240,240,368898426098,3442,322,6556,0,3,480,4200,2400,1.0,1.0,,1.0,42.0,,316.0,,2018-11-25 10:23:40 AM,40.70955958,,-74.00653609,,Fulton St & William St,,Fulton St & William St,1.0,In Service,False,43.0
342,0.0,359,359,359,551796433861,1240,511,13686,0,0,720,2872,3590,0.754874651810585,1.0,,1.0,42.0,,316.0,,2018-11-25 10:23:40 AM,40.70955958,,-74.00653609,,Fulton St & William St,,Fulton St & William St,1.0,In Service,False,43.0
343,0.0,720,720,720,1106679106876,2162,637,28161,0,17,3957,10453,7200,0.8666666666666667,1.0,,1.0,42.0,,316.0,,2018-11-25 10:23:40 AM,40.70955958,,-74.00653609,,Fulton St & William St,,Fulton St & William St,1.0,In Service,False,43.0
344,0.0,2980,2980,2980,4580410742764,43702,3605,33152,1,25,8481,31900,29800,0.8697986577181208,0.7842281879194631,,20.0,6.0,,317.0,,2018-11-25 10:23:26 AM,40.72453734,,-73.98185424,,E 6 St & Avenue B,,E 6 St & Avenue B,1.0,In Service,False,27.0
345,0.0,240,240,240,368898474582,425,190,5865,0,4,480,4200,2400,0.7458333333333333,1.0,,20.0,6.0,,317.0,,2018-11-25 10:23:26 AM,40.72453734,,-73.98185424,,E 6 St & Avenue B,,E 6 St & Avenue B,1.0,In Service,False,27.0
346,0.0,359,359,359,551797094714,8394,413,886,0,0,720,2872,3590,1.0,0.6434540389972145,,20.0,6.0,,317.0,,2018-11-25 10:23:26 AM,40.72453734,,-73.98185424,,E 6 St & Avenue B,,E 6 St & Avenue B,1.0,In Service,False,27.0
347,0.0,720,720,720,1106679691918,7223,778,11439,0,7,3957,10453,7200,0.8972222222222223,0.9430555555555555,,20.0,6.0,,317.0,,2018-11-25 10:23:26 AM,40.72453734,,-73.98185424,,E 6 St & Avenue B,,E 6 St & Avenue B,1.0,In Service,False,27.0
348,0.0,2980,2980,2980,4580411003229,23420,4560,70330,3,61,8481,31900,29800,0.837248322147651,0.9855704697986577,,6.0,26.0,,319.0,,2018-11-25 10:24:50 AM,40.711066,,-74.009447,,Fulton St & Broadway,,Fulton St & Broadway,1.0,In Service,False,33.0
349,0.0,240,240,240,368898482928,4310,314,3296,0,6,480,4200,2400,0.9958333333333333,0.9791666666666666,,6.0,26.0,,319.0,,2018-11-25 10:24:50 AM,40.711066,,-74.009447,,Fulton St & Broadway,,Fulton St & Broadway,1.0,In Service,False,33.0
350,0.0,359,359,359,551797223967,1696,411,9739,1,17,720,2872,3590,0.8802228412256268,0.9805013927576601,,6.0,26.0,,319.0,,2018-11-25 10:24:50 AM,40.711066,,-74.009447,,Fulton St & Broadway,,Fulton St & Broadway,1.0,In Service,False,33.0
351,0.0,720,720,720,1106679349566,3385,1330,19045,0,9,3957,10453,7200,0.8736111111111111,1.0,,6.0,26.0,,319.0,,2018-11-25 10:24:50 AM,40.711066,,-74.009447,,Fulton St & Broadway,,Fulton St & Broadway,1.0,In Service,False,33.0
352,0.0,2980,2980,2980,4580409409033,20210,4922,55328,0,29,8481,31900,29800,0.8389261744966443,0.986241610738255,,8.0,18.0,,320.0,,2018-11-25 10:24:52 AM,40.717571,,-74.005549,,Leonard St & Church St,,Leonard St & Church St,1.0,In Service,False,27.0
353,0.0,240,240,240,368898434567,3712,438,2330,0,4,480,4200,2400,0.9833333333333333,0.9208333333333333,,8.0,18.0,,320.0,,2018-11-25 10:24:52 AM,40.717571,,-74.005549,,Leonard St & Church St,,Leonard St & Church St,1.0,In Service,False,27.0
354,0.0,359,359,359,551796998307,1186,513,7994,0,0,720,2872,3590,0.8245125348189415,1.0,,8.0,18.0,,320.0,,2018-11-25 10:24:52 AM,40.717571,,-74.005549,,Leonard St & Church St,,Leonard St & Church St,1.0,In Service,False,27.0
355,0.0,720,720,720,1106678514018,2306,764,16370,0,13,3957,10453,7200,0.8263888888888888,1.0,,8.0,18.0,,320.0,,2018-11-25 10:24:52 AM,40.717571,,-74.005549,,Leonard St & Church St,,Leonard St & Church St,1.0,In Service,False,27.0
356,2752.0,2980,2980,2980,4580407538756,28335,4633,47492,0,41,8481,31900,29800,0.8557046979865772,0.9573825503355705,,17.0,8.0,,321.0,,2018-11-25 10:25:06 AM,40.69991755,,-73.98971773,,Cadman Plaza E & Red Cross Pl,,Cadman Plaza E & Red Cross Pl,1.0,In Service,False,27.0
357,212.0,240,240,240,368898309067,4728,334,1418,0,3,480,4200,2400,1.0,0.8875,,17.0,8.0,,321.0,,2018-11-25 10:25:06 AM,40.69991755,,-73.98971773,,Cadman Plaza E & Red Cross Pl,,Cadman Plaza E & Red Cross Pl,1.0,In Service,False,27.0
358,323.0,359,359,359,551795917255,1659,328,7705,1,0,720,2872,3590,0.83008356545961,1.0,,17.0,8.0,,321.0,,2018-11-25 10:25:06 AM,40.69991755,,-73.98971773,,Cadman Plaza E & Red Cross Pl,,Cadman Plaza E & Red Cross Pl,1.0,In Service,False,27.0
359,720.0,720,720,720,1106677413959,8619,1256,9565,0,2,3957,10453,7200,0.9555555555555556,0.9652777777777778,,17.0,8.0,,321.0,,2018-11-25 10:25:06 AM,40.69991755,,-73.98971773,,Cadman Plaza E & Red Cross Pl,,Cadman Plaza E & Red Cross Pl,1.0,In Service,False,27.0
360,0.0,2980,2980,2980,4580406994221,24789,2901,64690,0,19,8481,31900,29800,0.8986577181208054,0.9845637583892617,,16.0,15.0,,322.0,,2018-11-25 10:24:42 AM,40.696192,,-73.991218,,Clinton St & Tillary St,,Clinton St & Tillary St,1.0,In Service,False,31.0
361,0.0,240,240,240,368898173856,2617,213,4610,0,2,480,4200,2400,1.0,0.9625,,16.0,15.0,,322.0,,2018-11-25 10:24:42 AM,40.696192,,-73.991218,,Clinton St & Tillary St,,Clinton St & Tillary St,1.0,In Service,False,31.0
362,0.0,359,359,359,551796012406,2605,383,8141,0,2,720,2872,3590,0.8467966573816156,0.9972144846796658,,16.0,15.0,,322.0,,2018-11-25 10:24:42 AM,40.696192,,-73.991218,,Clinton St & Tillary St,,Clinton St & Tillary St,1.0,In Service,False,31.0
363,0.0,720,720,720,1106677701974,5104,482,16733,1,7,3957,10453,7200,0.9138888888888889,0.9972222222222222,,16.0,15.0,,322.0,,2018-11-25 10:24:42 AM,40.696192,,-73.991218,,Clinton St & Tillary St,,Clinton St & Tillary St,1.0,In Service,False,31.0
364,0.0,2980,2980,2980,4551225110543,35106,1432,78768,73,46,8481,31900,29800,0.8154362416107382,0.9711409395973154,,10.0,26.0,,323.0,,2018-11-25 10:22:29 AM,40.69236178,,-73.98631746,,Lawrence St & Willoughby St,,Lawrence St & Willoughby St,1.0,In Service,False,39.0
365,0.0,240,240,240,368898422812,7330,142,1888,0,9,480,4200,2400,1.0,0.8625,,10.0,26.0,,323.0,,2018-11-25 10:22:29 AM,40.69236178,,-73.98631746,,Lawrence St & Willoughby St,,Lawrence St & Willoughby St,1.0,In Service,False,39.0
366,0.0,359,359,359,551795885804,1339,93,12569,0,0,720,2872,3590,0.5821727019498607,1.0,,10.0,26.0,,323.0,,2018-11-25 10:22:29 AM,40.69236178,,-73.98631746,,Lawrence St & Willoughby St,,Lawrence St & Willoughby St,1.0,In Service,False,39.0
367,0.0,720,720,720,1106679117879,4374,298,23408,0,1,3957,10453,7200,0.9388888888888889,1.0,,10.0,26.0,,323.0,,2018-11-25 10:22:29 AM,40.69236178,,-73.98631746,,Lawrence St & Willoughby St,,Lawrence St & Willoughby St,1.0,In Service,False,39.0
368,0.0,2980,2948,2948,4580410521035,66696,4413,78768,213,23,8481,31900,29800,0.9214765100671141,0.9614093959731543,,30.0,19.0,,324.0,,2018-11-25 10:25:10 AM,40.689888,,-73.981013,,DeKalb Ave & Hudson Ave,,DeKalb Ave & Hudson Ave,1.0,In Service,False,51.0
369,0.0,240,228,228,368898373455,6892,301,4385,14,1,480,4200,2400,1.0,0.9166666666666666,,30.0,19.0,,324.0,,2018-11-25 10:25:10 AM,40.689888,,-73.981013,,DeKalb Ave & Hudson Ave,,DeKalb Ave & Hudson Ave,1.0,In Service,False,51.0
370,0.0,359,359,359,551796840985,1671,409,16203,26,9,720,2872,3590,0.7409470752089137,1.0,,30.0,19.0,,324.0,,2018-11-25 10:25:10 AM,40.689888,,-73.981013,,DeKalb Ave & Hudson Ave,,DeKalb Ave & Hudson Ave,1.0,In Service,False,51.0
371,0.0,720,720,720,1106679653253,19957,949,15728,86,29,3957,10453,7200,1.0,0.9902777777777778,,30.0,19.0,,324.0,,2018-11-25 10:25:10 AM,40.689888,,-73.981013,,DeKalb Ave & Hudson Ave,,DeKalb Ave & Hudson Ave,1.0,In Service,False,51.0
372,0.0,2980,2980,2980,4580410801335,11328,1890,91082,0,21,8481,31900,29800,0.8,1.0,,15.0,18.0,,325.0,,2018-11-25 10:24:45 AM,40.73624527,,-73.98473765,,E 19 St & 3 Ave,,E 19 St & 3 Ave,1.0,In Service,False,35.0
373,0.0,240,240,240,368898431168,512,75,7813,0,3,480,4200,2400,0.75,1.0,,15.0,18.0,,325.0,,2018-11-25 10:24:45 AM,40.73624527,,-73.98473765,,E 19 St & 3 Ave,,E 19 St & 3 Ave,1.0,In Service,False,35.0
374,0.0,359,359,359,551796801461,1610,126,10829,0,7,720,2872,3590,0.8384401114206128,1.0,,15.0,18.0,,325.0,,2018-11-25 10:24:45 AM,40.73624527,,-73.98473765,,E 19 St & 3 Ave,,E 19 St & 3 Ave,1.0,In Service,False,35.0
375,0.0,720,720,720,1106679552480,2497,726,21977,0,2,3957,10453,7200,0.7583333333333333,1.0,,15.0,18.0,,325.0,,2018-11-25 10:24:45 AM,40.73624527,,-73.98473765,,E 19 St & 3 Ave,,E 19 St & 3 Ave,1.0,In Service,False,35.0
376,0.0,2980,2980,2980,4580411655425,37383,4961,36981,1132,37,8481,31900,29800,0.8761744966442953,0.8916107382550336,,6.0,19.0,,326.0,,2018-11-25 10:24:09 AM,40.72953837,,-73.98426726,,E 11 St & 1 Ave,,E 11 St & 1 Ave,1.0,In Service,False,27.0
377,0.0,240,240,240,368898454469,563,253,5591,73,8,480,4200,2400,0.75,1.0,,6.0,19.0,,326.0,,2018-11-25 10:24:09 AM,40.72953837,,-73.98426726,,E 11 St & 1 Ave,,E 11 St & 1 Ave,1.0,In Service,False,27.0
378,0.0,359,359,359,551796913510,7119,407,2023,144,14,720,2872,3590,1.0,0.8523676880222841,,6.0,19.0,,326.0,,2018-11-25 10:24:09 AM,40.72953837,,-73.98426726,,E 11 St & 1 Ave,,E 11 St & 1 Ave,1.0,In Service,False,27.0
379,0.0,720,720,720,1106679820464,6306,1453,11393,288,4,3957,10453,7200,0.8777777777777778,0.9402777777777778,,6.0,19.0,,326.0,,2018-11-25 10:24:09 AM,40.72953837,,-73.98426726,,E 11 St & 1 Ave,,E 11 St & 1 Ave,1.0,In Service,False,27.0
380,0.0,2980,2980,2980,4580410692611,41480,5711,69026,3,82,8481,31900,29800,0.8694630872483221,0.9879194630872483,,29.0,8.0,,327.0,,2018-11-25 10:21:25 AM,40.7153379,,-74.01658354,,Vesey Pl & River Terrace,,Vesey Pl & River Terrace,1.0,In Service,False,39.0
381,0.0,240,240,240,368898496875,6623,385,2352,0,40,480,4200,2400,1.0,0.9166666666666666,,29.0,8.0,,327.0,,2018-11-25 10:21:25 AM,40.7153379,,-74.01658354,,Vesey Pl & River Terrace,,Vesey Pl & River Terrace,1.0,In Service,False,39.0
382,0.0,359,359,359,551796552654,1911,533,11556,1,23,720,2872,3590,0.7771587743732591,1.0,,29.0,8.0,,327.0,,2018-11-25 10:21:25 AM,40.7153379,,-74.01658354,,Vesey Pl & River Terrace,,Vesey Pl & River Terrace,1.0,In Service,False,39.0
383,0.0,720,720,720,1106679437885,12432,1509,14139,0,15,3957,10453,7200,0.9805555555555555,0.9847222222222223,,29.0,8.0,,327.0,,2018-11-25 10:21:25 AM,40.7153379,,-74.01658354,,Vesey Pl & River Terrace,,Vesey Pl & River Terrace,1.0,In Service,False,39.0
384,0.0,2980,2980,2980,4580410428990,25504,4961,38072,3,48,8481,31900,29800,0.8466442953020135,0.9412751677852349,,8.0,15.0,,328.0,,2018-11-25 10:25:05 AM,40.72405549,,-74.00965965,,Watts St & Greenwich St,,Watts St & Greenwich St,1.0,In Service,False,23.0
385,0.0,240,240,240,368898448262,3511,411,1598,0,7,480,4200,2400,0.9666666666666667,0.8875,,8.0,15.0,,328.0,,2018-11-25 10:25:05 AM,40.72405549,,-74.00965965,,Watts St & Greenwich St,,Watts St & Greenwich St,1.0,In Service,False,23.0
386,0.0,359,359,359,551796035937,1209,600,6448,0,0,720,2872,3590,0.6211699164345403,1.0,,8.0,15.0,,328.0,,2018-11-25 10:25:05 AM,40.72405549,,-74.00965965,,Watts St & Greenwich St,,Watts St & Greenwich St,1.0,In Service,False,23.0
387,0.0,720,720,720,1106678965739,5288,1061,10211,0,7,3957,10453,7200,0.9069444444444444,0.9875,,8.0,15.0,,328.0,,2018-11-25 10:25:05 AM,40.72405549,,-74.00965965,,Watts St & Greenwich St,,Watts St & Greenwich St,1.0,In Service,False,23.0
388,0.0,2980,2980,2980,4580407697336,23788,2361,90071,0,24,8481,31900,29800,0.7728187919463088,0.9922818791946308,,8.0,31.0,,330.0,,2018-11-25 10:24:26 AM,40.71450451,,-74.00562789,,Reade St & Broadway,,Reade St & Broadway,1.0,In Service,False,39.0
389,0.0,240,240,240,368898447199,4623,231,4506,0,5,480,4200,2400,0.9833333333333333,0.95,,8.0,31.0,,330.0,,2018-11-25 10:24:26 AM,40.71450451,,-74.00562789,,Reade St & Broadway,,Reade St & Broadway,1.0,In Service,False,39.0
390,0.0,359,359,359,551796873950,914,196,12891,0,0,720,2872,3590,0.5988857938718662,1.0,,8.0,31.0,,330.0,,2018-11-25 10:24:26 AM,40.71450451,,-74.00562789,,Reade St & Broadway,,Reade St & Broadway,1.0,In Service,False,39.0
391,0.0,720,720,720,1106678280379,2843,314,24922,1,3,3957,10453,7200,0.8,1.0,,8.0,31.0,,330.0,,2018-11-25 10:24:26 AM,40.71450451,,-74.00562789,,Reade St & Broadway,,Reade St & Broadway,1.0,In Service,False,39.0
392,0.0,2980,2980,2980,4580408669398,44691,2752,33016,1,45,8481,31900,29800,0.9164429530201342,0.838255033557047,,9.0,17.0,,331.0,,2018-11-25 10:23:14 AM,40.71173107,,-73.99193043,,Pike St & Monroe St,,Pike St & Monroe St,1.0,In Service,False,27.0
393,0.0,240,240,240,368898362756,961,103,5416,0,3,480,4200,2400,0.6458333333333334,1.0,,9.0,17.0,,331.0,,2018-11-25 10:23:14 AM,40.71173107,,-73.99193043,,Pike St & Monroe St,,Pike St & Monroe St,1.0,In Service,False,27.0
394,0.0,359,359,359,551796028478,8693,179,821,0,0,720,2872,3590,1.0,0.47075208913649025,,9.0,17.0,,331.0,,2018-11-25 10:23:14 AM,40.71173107,,-73.99193043,,Pike St & Monroe St,,Pike St & Monroe St,1.0,In Service,False,27.0
395,0.0,720,720,720,1106679269441,12293,1008,6139,0,7,3957,10453,7200,0.9847222222222223,0.9069444444444444,,9.0,17.0,,331.0,,2018-11-25 10:23:14 AM,40.71173107,,-73.99193043,,Pike St & Monroe St,,Pike St & Monroe St,1.0,In Service,False,27.0
396,0.0,2980,2980,2980,4580407790974,35339,2622,33559,0,72,8481,31900,29800,0.8973154362416107,0.8463087248322148,,5.0,19.0,,332.0,,2018-11-25 10:21:22 AM,40.71219906,,-73.97948148,,Cherry St,,Cherry St,1.0,In Service,False,24.0
397,0.0,240,240,240,368898193875,624,153,4983,0,10,480,4200,2400,0.6041666666666666,1.0,,5.0,19.0,,332.0,,2018-11-25 10:21:22 AM,40.71219906,,-73.97948148,,Cherry St,,Cherry St,1.0,In Service,False,24.0
398,0.0,359,359,359,551795826516,7041,309,1266,0,18,720,2872,3590,1.0,0.5515320334261838,,5.0,19.0,,332.0,,2018-11-25 10:21:22 AM,40.71219906,,-73.97948148,,Cherry St,,Cherry St,1.0,In Service,False,24.0
399,0.0,720,720,720,1106678985723,7494,735,9051,0,17,3957,10453,7200,0.9555555555555556,0.9375,,5.0,19.0,,332.0,,2018-11-25 10:21:22 AM,40.71219906,,-73.97948148,,Cherry St,,Cherry St,1.0,In Service,False,24.0
400,0.0,2980,2980,2980,4580411447194,14359,6573,71445,3,35,8481,31900,29800,0.8046979865771812,1.0,,31.0,0.0,,334.0,,2018-11-25 10:22:29 AM,40.74238787,,-73.99726235,,W 20 St & 7 Ave,,W 20 St & 7 Ave,1.0,In Service,False,31.0
401,0.0,240,240,240,368898481634,1697,521,5222,0,3,480,4200,2400,0.9708333333333333,1.0,,31.0,0.0,,334.0,,2018-11-25 10:22:29 AM,40.74238787,,-73.99726235,,W 20 St & 7 Ave,,W 20 St & 7 Ave,1.0,In Service,False,31.0
402,0.0,359,359,359,551796904508,1750,736,8642,1,0,720,2872,3590,0.7493036211699164,1.0,,31.0,0.0,,334.0,,2018-11-25 10:22:29 AM,40.74238787,,-73.99726235,,W 20 St & 7 Ave,,W 20 St & 7 Ave,1.0,In Service,False,31.0
403,0.0,720,720,720,1106679718237,4098,1054,17152,16,4,3957,10453,7200,0.9083333333333333,1.0,,31.0,0.0,,334.0,,2018-11-25 10:22:29 AM,40.74238787,,-73.99726235,,W 20 St & 7 Ave,,W 20 St & 7 Ave,1.0,In Service,False,31.0
404,0.0,2980,2980,2980,4580410544218,16450,4442,59551,17,59,8481,31900,29800,0.6530201342281879,0.9697986577181208,,21.0,3.0,,335.0,,2018-11-25 10:24:15 AM,40.72903917,,-73.99404649,,Washington Pl & Broadway,,Washington Pl & Broadway,1.0,In Service,False,27.0
405,0.0,240,240,240,368898502569,3569,429,2482,0,4,480,4200,2400,0.9916666666666667,0.9291666666666667,,21.0,3.0,,335.0,,2018-11-25 10:24:15 AM,40.72903917,,-73.99404649,,Washington Pl & Broadway,,Washington Pl & Broadway,1.0,In Service,False,27.0
406,0.0,359,359,359,551796821745,203,426,9064,0,5,720,2872,3590,0.38440111420612816,1.0,,21.0,3.0,,335.0,,2018-11-25 10:24:15 AM,40.72903917,,-73.99404649,,Washington Pl & Broadway,,Washington Pl & Broadway,1.0,In Service,False,27.0
407,0.0,720,720,720,1106679578897,7530,959,10951,0,18,3957,10453,7200,0.9138888888888889,0.9597222222222223,,21.0,3.0,,335.0,,2018-11-25 10:24:15 AM,40.72903917,,-73.99404649,,Washington Pl & Broadway,,Washington Pl & Broadway,1.0,In Service,False,27.0
408,0.0,2980,2980,2980,4580411420626,34632,4433,68208,7,48,8481,31900,29800,0.8419463087248322,0.9892617449664429,,18.0,15.0,,336.0,,2018-11-25 10:23:52 AM,40.73047747,,-73.99906065,,Sullivan St & Washington Sq,,Sullivan St & Washington Sq,1.0,In Service,False,36.0
409,0.0,240,240,240,368898505489,4912,325,3403,0,9,480,4200,2400,1.0,0.9791666666666666,,18.0,15.0,,336.0,,2018-11-25 10:23:52 AM,40.73047747,,-73.99906065,,Sullivan St & Washington Sq,,Sullivan St & Washington Sq,1.0,In Service,False,36.0
410,0.0,359,359,359,551796864004,1014,427,11483,0,9,720,2872,3590,0.7047353760445683,1.0,,18.0,15.0,,336.0,,2018-11-25 10:23:52 AM,40.73047747,,-73.99906065,,Sullivan St & Washington Sq,,Sullivan St & Washington Sq,1.0,In Service,False,36.0
411,0.0,720,720,720,1106679465998,10655,1148,14116,1,14,3957,10453,7200,0.9569444444444445,0.9708333333333333,,18.0,15.0,,336.0,,2018-11-25 10:23:52 AM,40.73047747,,-73.99906065,,Sullivan St & Washington Sq,,Sullivan St & Washington Sq,1.0,In Service,False,36.0
412,0.0,2980,2980,2980,4580404326082,26992,2458,80554,256,52,8481,31900,29800,0.6667785234899329,1.0,,5.0,32.0,,337.0,,2018-11-25 10:23:46 AM,40.7037992,,-74.00838676,,Old Slip & Front St,,Old Slip & Front St,1.0,In Service,False,37.0
413,0.0,240,240,240,368898316457,6825,277,1778,0,3,480,4200,2400,1.0,1.0,,5.0,32.0,,337.0,,2018-11-25 10:23:46 AM,40.7037992,,-74.00838676,,Old Slip & Front St,,Old Slip & Front St,1.0,In Service,False,37.0
414,0.0,359,359,359,551795551879,651,118,12478,36,0,720,2872,3590,0.5097493036211699,1.0,,5.0,32.0,,337.0,,2018-11-25 10:23:46 AM,40.7037992,,-74.00838676,,Old Slip & Front St,,Old Slip & Front St,1.0,In Service,False,37.0
415,0.0,720,720,720,1106676990963,1998,680,23922,40,6,3957,10453,7200,0.8402777777777778,1.0,,5.0,32.0,,337.0,,2018-11-25 10:23:46 AM,40.7037992,,-74.00838676,,Old Slip & Front St,,Old Slip & Front St,1.0,In Service,False,37.0
416,0.0,2980,2980,2980,4580407955339,36607,2529,32383,1,58,8481,31900,29800,0.8963087248322148,0.8932885906040269,,5.0,19.0,,339.0,,2018-11-25 10:21:22 AM,40.72580614,,-73.97422494,,Avenue D & E 12 St,,Avenue D & E 12 St,1.0,In Service,False,24.0
417,0.0,240,240,240,368898173498,918,152,4690,0,7,480,4200,2400,0.5583333333333333,1.0,,5.0,19.0,,339.0,,2018-11-25 10:21:22 AM,40.72580614,,-73.97422494,,Avenue D & E 12 St,,Avenue D & E 12 St,1.0,In Service,False,24.0
418,0.0,359,359,359,551796828370,6963,378,1275,0,23,720,2872,3590,1.0,0.7353760445682451,,5.0,19.0,,339.0,,2018-11-25 10:21:22 AM,40.72580614,,-73.97422494,,Avenue D & E 12 St,,Avenue D & E 12 St,1.0,In Service,False,24.0
419,0.0,720,720,720,1106679304610,6565,552,10163,0,1,3957,10453,7200,0.9041666666666667,0.9916666666666667,,5.0,19.0,,339.0,,2018-11-25 10:21:22 AM,40.72580614,,-73.97422494,,Avenue D & E 12 St,,Avenue D & E 12 St,1.0,In Service,False,24.0
420,0.0,2980,2980,2980,4580409312140,42376,2061,36023,0,38,8481,31900,29800,0.8993288590604027,0.838255033557047,,21.0,5.0,,340.0,,2018-11-25 10:23:57 AM,40.71269042,,-73.98776323,,Madison St & Clinton St,,Madison St & Clinton St,1.0,In Service,False,27.0
421,0.0,240,240,240,368898356103,785,139,5556,0,6,480,4200,2400,0.6625,1.0,,21.0,5.0,,340.0,,2018-11-25 10:23:57 AM,40.71269042,,-73.98776323,,Madison St & Clinton St,,Madison St & Clinton St,1.0,In Service,False,27.0
422,0.0,359,359,359,551796831739,8403,162,1128,0,4,720,2872,3590,1.0,0.6935933147632312,,21.0,5.0,,340.0,,2018-11-25 10:23:57 AM,40.71269042,,-73.98776323,,Madison St & Clinton St,,Madison St & Clinton St,1.0,In Service,False,27.0
423,0.0,720,720,720,1106679443051,10513,589,8337,1,4,3957,10453,7200,0.9444444444444444,0.9138888888888889,,21.0,5.0,,340.0,,2018-11-25 10:23:57 AM,40.71269042,,-73.98776323,,Madison St & Clinton St,,Madison St & Clinton St,1.0,In Service,False,27.0
424,0.0,2980,2980,2980,4580407929156,30734,1242,24644,0,57,8481,31900,29800,0.9090604026845638,0.8577181208053691,,3.0,14.0,,341.0,,2018-11-25 10:23:54 AM,40.71782143,,-73.97628939,,Stanton St & Mangin St,,Stanton St & Mangin St,1.0,In Service,False,19.0
